date,co2_ppm,humidity_pct,soil_temp_F
2025-08-12T14:05:00Z,409,11.8,85.2
2025-08-12T14:06:00Z,409,11.4,85.1
2025-08-12T14:07:00Z,409,11.6,85.1
2025-08-12T14:08:00Z,409,11.7,85.1
2025-08-12T14:09:00Z,409,11.6,85.1
2025-08-12T14:10:00Z,409,12,85.1
2025-08-12T14:11:00Z,409,12.1,85.1
2025-08-12T14:12:00Z,409,11.6,85.1
2025-08-12T14:13:00Z,409,11.4,85.1
2025-08-12T14:14:00Z,409,11.4,85.1
2025-08-12T14:15:00Z,410,11.6,84.9
2025-08-12T14:16:00Z,409,11.7,84.9
2025-08-12T14:17:00Z,409,11.3,84.9
2025-08-12T14:18:00Z,408,11.4,84.9
2025-08-12T14:19:00Z,408,11.5,84.9
2025-08-12T14:20:00Z,408,11.5,84.9
2025-08-12T14:21:00Z,409,11.4,84.9
2025-08-12T14:22:00Z,409,11.9,84.7
2025-08-12T14:23:00Z,409,12,84.7
2025-08-12T14:24:00Z,408,11.8,84.7
2025-08-12T14:25:00Z,407,11.9,84.7
2025-08-12T14:26:00Z,407,12.2,84.7
2025-08-12T14:27:00Z,407,11.5,84.7
2025-08-12T14:28:00Z,408,11.1,84.7
2025-08-12T14:29:00Z,408,11.1,84.5
2025-08-12T14:30:00Z,408,12.3,84.5
2025-08-12T14:31:00Z,408,12.3,84.5
2025-08-12T14:32:00Z,408,11.5,84.5
2025-08-12T14:33:00Z,408,11.4,84.5
2025-08-12T14:34:00Z,408,11.4,84.3
2025-08-12T14:35:00Z,407,11.3,84.3
2025-08-12T14:36:00Z,407,12.4,84.3
2025-08-12T14:37:00Z,407,11.6,84.3
2025-08-12T14:38:00Z,407,12.8,84.3
2025-08-12T14:39:00Z,407,12.6,84.3
2025-08-12T14:40:00Z,406,11.5,84.2
2025-08-12T14:41:00Z,406,11.5,84.2
2025-08-12T14:42:00Z,406,11.3,84.2
2025-08-12T14:43:00Z,407,10.7,84.2
2025-08-12T14:44:00Z,407,10.5,84.2
2025-08-12T14:45:00Z,407,11.1,84
2025-08-12T14:46:00Z,407,11.2,84
2025-08-12T14:47:00Z,406,11.5,84
2025-08-12T14:48:00Z,406,11.3,84
2025-08-12T14:49:00Z,406,10.9,83.8
2025-08-12T14:50:00Z,406,11.1,83.8
2025-08-12T14:51:00Z,406,11.9,83.8
2025-08-12T14:52:00Z,406,11.3,83.8
2025-08-12T14:53:00Z,407,10.8,83.8
2025-08-12T14:54:00Z,407,11.2,83.6
2025-08-12T14:55:00Z,406,11,83.6
2025-08-12T14:56:00Z,405,11.4,83.6
2025-08-12T14:57:00Z,406,11.7,83.6
2025-08-12T14:58:00Z,406,13.2,83.6
2025-08-12T14:59:00Z,406,13.6,83.4
2025-08-12T15:00:00Z,406,11.8,83.4
2025-08-12T15:01:00Z,406,11.4,83.4
2025-08-12T15:02:00Z,405,12,83.4
2025-08-12T15:03:00Z,405,12.9,83.3
2025-08-12T15:04:00Z,405,12.4,83.3
2025-08-12T15:05:00Z,405,10.7,83.3
2025-08-12T15:06:00Z,406,10.2,83.3
2025-08-12T15:07:00Z,406,11.1,83.3
2025-08-12T15:08:00Z,406,11,83.1
2025-08-12T15:09:00Z,406,10.7,83.1
2025-08-12T15:10:00Z,406,10.8,83.1
2025-08-12T15:11:00Z,406,10.1,83.1
2025-08-12T15:12:00Z,406,10.3,83.1
2025-08-12T15:13:00Z,405,11.1,82.9
2025-08-12T15:14:00Z,406,11.5,82.9
2025-08-12T15:15:00Z,405,11.4,82.9
2025-08-12T15:16:00Z,404,10.3,82.9
2025-08-12T15:17:00Z,405,11,82.9
2025-08-12T15:18:00Z,406,11.1,82.7
2025-08-12T15:19:00Z,406,11.3,82.7
2025-08-12T15:20:00Z,406,10.9,82.7
2025-08-12T15:21:00Z,406,11,82.7
2025-08-12T15:22:00Z,406,11.5,82.7
2025-08-12T15:23:00Z,406,10.6,82.5
2025-08-12T15:24:00Z,406,10,82.5
2025-08-12T15:25:00Z,405,10.4,82.5
2025-08-12T15:26:00Z,405,10.9,82.5
2025-08-12T15:27:00Z,406,11,82.5
2025-08-12T15:28:00Z,406,11.1,82.5
2025-08-12T15:29:00Z,406,10.6,82.4
2025-08-12T15:30:00Z,406,11.6,82.4
2025-08-12T15:31:00Z,404,11.1,82.4
2025-08-12T15:32:00Z,404,11.4,82.4
2025-08-12T15:33:00Z,405,10.6,82.4
2025-08-12T15:34:00Z,406,11.5,82.4
2025-08-12T15:35:00Z,406,11,82.2
2025-08-12T15:36:00Z,406,10,82.2
2025-08-12T15:37:00Z,405,10.2,82.2
2025-08-12T15:38:00Z,405,9.7,82.2
2025-08-12T15:39:00Z,405,10.3,82.2
2025-08-12T15:40:00Z,405,10.7,82.2
2025-08-12T15:41:00Z,405,10.2,82
2025-08-12T15:42:00Z,405,10.7,82
2025-08-12T15:43:00Z,405,11,82
2025-08-12T15:44:00Z,405,10.4,82
2025-08-12T15:45:00Z,405,10.9,82
2025-08-12T15:46:00Z,404,10.7,82
2025-08-12T15:47:00Z,403,10.6,82
2025-08-12T15:48:00Z,403,11.3,81.8
2025-08-12T15:49:00Z,404,11.3,81.8
2025-08-12T15:50:00Z,403,11.3,81.8
2025-08-12T15:51:00Z,403,10.5,81.8
2025-08-12T15:52:00Z,403,10.4,81.8
2025-08-12T15:53:00Z,403,10.8,81.8
2025-08-12T15:54:00Z,403,10.6,81.8
2025-08-12T15:55:00Z,403,10.2,81.8
2025-08-12T15:56:00Z,403,10.3,81.6
2025-08-12T15:57:00Z,403,10.5,81.6
2025-08-12T15:58:00Z,403,10.3,81.6
2025-08-12T15:59:00Z,403,10.8,81.6
2025-08-12T16:00:00Z,403,10.5,81.6
2025-08-12T16:01:00Z,403,10.8,81.6
2025-08-12T16:02:00Z,403,11,81.6
2025-08-12T16:03:00Z,403,11.1,81.6
2025-08-12T16:04:00Z,403,12.7,81.5
2025-08-12T16:05:00Z,404,11.4,81.5
2025-08-12T16:06:00Z,403,11.2,81.5
2025-08-12T16:07:00Z,402,11.6,81.5
2025-08-12T16:08:00Z,402,12.8,81.5
2025-08-12T16:09:00Z,403,12.6,81.5
2025-08-12T16:10:00Z,404,12.6,81.5
2025-08-12T16:11:00Z,403,12.2,81.5
2025-08-12T16:12:00Z,403,11.2,81.3
2025-08-12T16:13:00Z,403,11.8,81.3
2025-08-12T16:14:00Z,404,11.7,81.3
2025-08-12T16:15:00Z,403,11.7,81.3
2025-08-12T16:16:00Z,403,11.4,81.3
2025-08-12T16:17:00Z,402,11.1,81.3
2025-08-12T16:18:00Z,401,11.4,81.3
2025-08-12T16:19:00Z,402,12.9,81.1
2025-08-12T16:20:00Z,402,13.9,81.1
2025-08-12T16:21:00Z,403,14,81.1
2025-08-12T16:22:00Z,402,12.8,81.1
2025-08-12T16:23:00Z,402,11.4,81.1
2025-08-12T16:24:00Z,402,11.3,81.1
2025-08-12T16:25:00Z,403,13,81.1
2025-08-12T16:26:00Z,402,13.5,81.1
2025-08-12T16:27:00Z,401,13.9,80.9
2025-08-12T16:28:00Z,401,12.7,80.9
2025-08-12T16:29:00Z,401,12.3,80.9
2025-08-12T16:30:00Z,402,12.9,80.9
2025-08-12T16:31:00Z,402,13.7,80.9
2025-08-12T16:32:00Z,401,14,80.9
2025-08-12T16:33:00Z,402,12.6,80.9
2025-08-12T16:34:00Z,401,12.4,80.9
2025-08-12T16:35:00Z,401,13.7,80.9
2025-08-12T16:36:00Z,402,12.8,80.7
2025-08-12T16:37:00Z,401,11.4,80.7
2025-08-12T16:38:00Z,401,11.8,80.7
2025-08-12T16:39:00Z,400,11.9,80.7
2025-08-12T16:40:00Z,400,12.7,80.7
2025-08-12T16:41:00Z,400,13.8,80.7
2025-08-12T16:42:00Z,402,12.7,80.7
2025-08-12T16:43:00Z,402,12.2,80.7
2025-08-12T16:44:00Z,402,12.9,80.7
2025-08-12T16:45:00Z,402,15.1,80.6
2025-08-12T16:46:00Z,401,13.8,80.6
2025-08-12T16:47:00Z,400,12.8,80.6
2025-08-12T16:48:00Z,401,11.9,80.6
2025-08-12T16:49:00Z,400,13.2,80.6
2025-08-12T16:50:00Z,401,13.8,80.6
2025-08-12T16:51:00Z,401,14.2,80.6
2025-08-12T16:52:00Z,402,14.3,80.6
2025-08-12T16:53:00Z,401,14.2,80.6
2025-08-12T16:54:00Z,401,14.1,80.4
2025-08-12T16:55:00Z,401,12.6,80.4
2025-08-12T16:56:00Z,400,13.9,80.4
2025-08-12T16:57:00Z,401,16.2,80.4
2025-08-12T16:58:00Z,401,15.9,80.4
2025-08-12T16:59:00Z,401,15.5,80.4
2025-08-12T17:00:00Z,401,15.6,80.4
2025-08-12T17:01:00Z,402,15.8,80.4
2025-08-12T17:02:00Z,401,16,80.4
2025-08-12T17:03:00Z,401,16.1,80.4
2025-08-12T17:04:00Z,401,15.7,80.2
2025-08-12T17:05:00Z,402,15.3,80.2
2025-08-12T17:06:00Z,402,15.6,80.2
2025-08-12T17:07:00Z,402,16.3,80.2
2025-08-12T17:08:00Z,403,15.8,80.2
2025-08-12T17:09:00Z,403,15.9,80.2
2025-08-12T17:10:00Z,403,16.3,80.2
2025-08-12T17:11:00Z,403,16.8,80.2
2025-08-12T17:12:00Z,403,17.4,80.2
2025-08-12T17:13:00Z,403,17.8,80.2
2025-08-12T17:14:00Z,403,19,80
2025-08-12T17:15:00Z,404,20.1,80
2025-08-12T17:16:00Z,405,19.1,80
2025-08-12T17:17:00Z,405,20.5,80
2025-08-12T17:18:00Z,404,20.6,80
2025-08-12T17:19:00Z,404,19.1,80
2025-08-12T17:20:00Z,404,20.2,80
2025-08-12T17:21:00Z,404,20.1,80
2025-08-12T17:22:00Z,404,21,80
2025-08-12T17:23:00Z,404,21.2,79.8
2025-08-12T17:24:00Z,404,21.8,79.8
2025-08-12T17:25:00Z,403,22,79.8
2025-08-12T17:26:00Z,403,21.9,79.8
2025-08-12T17:27:00Z,403,18.9,79.8
2025-08-12T17:28:00Z,402,18.4,79.8
2025-08-12T17:29:00Z,402,17.7,79.8
2025-08-12T17:30:00Z,403,19.5,79.8
2025-08-12T17:31:00Z,403,20.6,79.8
2025-08-12T17:32:00Z,404,21.9,79.8
2025-08-12T17:33:00Z,403,21.9,79.8
2025-08-12T17:34:00Z,403,21.9,79.8
2025-08-12T17:35:00Z,403,23.2,79.7
2025-08-12T17:36:00Z,402,23.7,79.7
2025-08-12T17:37:00Z,403,24.4,79.7
2025-08-12T17:38:00Z,405,24.9,79.7
2025-08-12T17:39:00Z,405,23.2,79.7
2025-08-12T17:40:00Z,404,23.8,79.7
2025-08-12T17:41:00Z,407,25.2,79.7
2025-08-12T17:42:00Z,409,25.6,79.7
2025-08-12T17:43:00Z,409,25.7,79.7
2025-08-12T17:44:00Z,409,26.8,79.7
2025-08-12T17:45:00Z,409,26.2,79.7
2025-08-12T17:46:00Z,409,26.9,79.5
2025-08-12T17:47:00Z,407,25.8,79.5
2025-08-12T17:48:00Z,406,26.3,79.5
2025-08-12T17:49:00Z,405,26,79.5
2025-08-12T17:50:00Z,402,26.2,79.5
2025-08-12T17:51:00Z,403,25.9,79.5
2025-08-12T17:52:00Z,404,28.6,79.5
2025-08-12T17:53:00Z,405,30.2,79.5
2025-08-12T17:54:00Z,408,32.3,79.5
2025-08-12T17:55:00Z,409,33.6,79.3
2025-08-12T17:56:00Z,410,34.9,79.3
2025-08-12T17:57:00Z,411,35.7,79.3
2025-08-12T17:58:00Z,413,36.2,79.3
2025-08-12T17:59:00Z,415,36.7,79.3
2025-08-12T18:00:00Z,416,38.4,79.3
2025-08-12T18:01:00Z,418,39.2,79.3
2025-08-12T18:02:00Z,419,40.6,79.3
2025-08-12T18:03:00Z,420,39.8,79.3
2025-08-12T18:04:00Z,420,40.4,79.3
2025-08-12T18:05:00Z,420,40.2,79.1
2025-08-12T18:06:00Z,421,41.1,79.1
2025-08-12T18:07:00Z,423,40.4,79.1
2025-08-12T18:08:00Z,423,40.5,79.1
2025-08-12T18:09:00Z,423,40.9,79.1
2025-08-12T18:10:00Z,423,40.5,79.1
2025-08-12T18:11:00Z,424,40.6,79.1
2025-08-12T18:12:00Z,424,41.2,79.1
2025-08-12T18:13:00Z,424,41.1,79.1
2025-08-12T18:14:00Z,425,41.6,78.9
2025-08-12T18:15:00Z,425,42.1,78.9
2025-08-12T18:16:00Z,428,41.9,78.9
2025-08-12T18:17:00Z,429,41.6,78.9
2025-08-12T18:18:00Z,429,41.4,78.9
2025-08-12T18:19:00Z,428,41,78.9
2025-08-12T18:20:00Z,428,41.3,78.9
2025-08-12T18:21:00Z,428,41.5,78.9
2025-08-12T18:22:00Z,429,41.8,78.9
2025-08-12T18:23:00Z,430,42.1,78.8
2025-08-12T18:24:00Z,432,42.3,78.8
2025-08-12T18:25:00Z,433,42.6,78.8
2025-08-12T18:26:00Z,434,42.2,78.8
2025-08-12T18:27:00Z,434,42.6,78.8
2025-08-12T18:28:00Z,434,42.4,78.8
2025-08-12T18:29:00Z,435,42.3,78.8
2025-08-12T18:30:00Z,436,42.6,78.8
2025-08-12T18:31:00Z,436,42.5,78.8
2025-08-12T18:32:00Z,436,43.1,78.6
2025-08-12T18:33:00Z,436,44,78.6
2025-08-12T18:34:00Z,437,44.7,78.6
2025-08-12T18:35:00Z,439,45,78.6
2025-08-12T18:36:00Z,441,45.5,78.6
2025-08-12T18:37:00Z,441,45.2,78.6
2025-08-12T18:38:00Z,442,45,78.6
2025-08-12T18:39:00Z,442,44.5,78.6
2025-08-12T18:40:00Z,440,44.1,78.6
2025-08-12T18:41:00Z,440,44.1,78.6
2025-08-12T18:42:00Z,440,44.2,78.4
2025-08-12T18:43:00Z,440,44.4,78.4
2025-08-12T18:44:00Z,440,44.2,78.4
2025-08-12T18:45:00Z,440,45.6,78.4
2025-08-12T18:46:00Z,440,46.7,78.4
2025-08-12T18:47:00Z,441,46.9,78.4
2025-08-12T18:48:00Z,441,47.1,78.4
2025-08-12T18:49:00Z,442,47.6,78.4
2025-08-12T18:50:00Z,443,47.6,78.4
2025-08-12T18:51:00Z,443,47.5,78.4
2025-08-12T18:52:00Z,443,47.6,78.2
2025-08-12T18:53:00Z,444,47.5,78.2
2025-08-12T18:54:00Z,443,47.2,78.2
2025-08-12T18:55:00Z,443,47.2,78.2
2025-08-12T18:56:00Z,443,47,78.2
2025-08-12T18:57:00Z,442,46.8,78.2
2025-08-12T18:58:00Z,441,46.8,78.2
2025-08-12T18:59:00Z,441,46.9,78.2
2025-08-12T19:00:00Z,440,46.7,78.2
2025-08-12T19:01:00Z,440,46.7,78.2
2025-08-12T19:02:00Z,441,46.5,78.2
2025-08-12T19:03:00Z,440,46.4,78
2025-08-12T19:04:00Z,440,46.5,78
2025-08-12T19:05:00Z,440,46.4,78
2025-08-12T19:06:00Z,439,46.5,78
2025-08-12T19:07:00Z,438,46.3,78
2025-08-12T19:08:00Z,438,46.1,78
2025-08-12T19:09:00Z,438,46.3,78
2025-08-12T19:10:00Z,438,46.1,78
2025-08-12T19:11:00Z,438,46.2,78
2025-08-12T19:12:00Z,438,46,77.9
2025-08-12T19:13:00Z,437,46,77.9
2025-08-12T19:14:00Z,437,46.2,77.9
2025-08-12T19:15:00Z,437,46.2,77.9
2025-08-12T19:16:00Z,437,45.9,77.9
2025-08-12T19:17:00Z,437,45.6,77.9
2025-08-12T19:18:00Z,436,45.7,77.9
2025-08-12T19:19:00Z,435,45.7,77.9
2025-08-12T19:20:00Z,434,45.5,77.9
2025-08-12T19:21:00Z,434,45.5,77.7
2025-08-12T19:22:00Z,435,45.3,77.7
2025-08-12T19:23:00Z,435,45.3,77.7
2025-08-12T19:24:00Z,435,45.6,77.7
2025-08-12T19:25:00Z,435,45.7,77.7
2025-08-12T19:26:00Z,435,45.8,77.7
2025-08-12T19:27:00Z,435,46,77.7
2025-08-12T19:28:00Z,433,46.1,77.7
2025-08-12T19:29:00Z,433,46,77.7
2025-08-12T19:30:00Z,433,46,77.7
2025-08-12T19:31:00Z,434,46,77.5
2025-08-12T19:32:00Z,434,45.9,77.5
2025-08-12T19:33:00Z,434,46,77.5
2025-08-12T19:34:00Z,434,46,77.5
2025-08-12T19:35:00Z,434,46,77.5
2025-08-12T19:36:00Z,434,45.9,77.5
2025-08-12T19:37:00Z,434,45.5,77.5
2025-08-12T19:38:00Z,433,45.7,77.5
2025-08-12T19:39:00Z,433,45.5,77.5
2025-08-12T19:40:00Z,433,45.5,77.5
2025-08-12T19:41:00Z,433,45.5,77.5
2025-08-12T19:42:00Z,433,45.3,77.3
2025-08-12T19:43:00Z,433,45.4,77.3
2025-08-12T19:44:00Z,433,45.3,77.3
2025-08-12T19:45:00Z,433,45.2,77.3
2025-08-12T19:46:00Z,433,45.1,77.3
2025-08-12T19:47:00Z,433,45.1,77.3
2025-08-12T19:48:00Z,433,45.1,77.3
2025-08-12T19:49:00Z,433,45.1,77.3
2025-08-12T19:50:00Z,433,45.1,77.3
2025-08-12T19:51:00Z,433,45,77.3
2025-08-12T19:52:00Z,433,44.9,77.1
2025-08-12T19:53:00Z,433,44.6,77.1
2025-08-12T19:54:00Z,433,44.3,77.1
2025-08-12T19:55:00Z,431,44,77.1
2025-08-12T19:56:00Z,430,43.8,77.1
2025-08-12T19:57:00Z,431,43.7,77.1
2025-08-12T19:58:00Z,431,43,77.1
2025-08-12T19:59:00Z,429,42.7,77.1
2025-08-12T20:00:00Z,429,42.8,77.1
2025-08-12T20:01:00Z,429,42.4,77.1
2025-08-12T20:02:00Z,429,42.6,77
2025-08-12T20:03:00Z,429,42.5,77
2025-08-12T20:04:00Z,430,42.6,77
2025-08-12T20:05:00Z,430,42.7,77
2025-08-12T20:06:00Z,429,42.6,77
2025-08-12T20:07:00Z,428,42.4,77
2025-08-12T20:08:00Z,428,42.1,77
2025-08-12T20:09:00Z,427,42,77
2025-08-12T20:10:00Z,427,41.9,77
2025-08-12T20:11:00Z,427,41.9,77
2025-08-12T20:12:00Z,427,41.9,77
2025-08-12T20:13:00Z,427,41.9,76.8
2025-08-12T20:14:00Z,427,41.8,76.8
2025-08-12T20:15:00Z,428,41.8,76.8
2025-08-12T20:16:00Z,429,41.8,76.8
2025-08-12T20:17:00Z,429,41.8,76.8
2025-08-12T20:18:00Z,428,41.5,76.8
2025-08-12T20:19:00Z,428,41.6,76.8
2025-08-12T20:20:00Z,428,41.6,76.8
2025-08-12T20:21:00Z,429,41.6,76.8
2025-08-12T20:22:00Z,428,41.5,76.8
2025-08-12T20:23:00Z,428,41.5,76.8
2025-08-12T20:24:00Z,428,41.6,76.6
2025-08-12T20:25:00Z,428,41.4,76.6
2025-08-12T20:26:00Z,427,41.4,76.6
2025-08-12T20:27:00Z,427,41.3,76.6
2025-08-12T20:28:00Z,427,41.4,76.6
2025-08-12T20:29:00Z,428,41.1,76.6
2025-08-12T20:30:00Z,427,41.2,76.6
2025-08-12T20:31:00Z,426,40.9,76.6
2025-08-12T20:32:00Z,426,41.1,76.6
2025-08-12T20:33:00Z,426,41.1,76.6
2025-08-12T20:34:00Z,427,41.4,76.6
2025-08-12T20:35:00Z,427,41.6,76.6
2025-08-12T20:36:00Z,428,41.5,76.4
2025-08-12T20:37:00Z,428,41.5,76.4
2025-08-12T20:38:00Z,428,41.4,76.4
2025-08-12T20:39:00Z,427,41.1,76.4
2025-08-12T20:40:00Z,427,41,76.4
2025-08-12T20:41:00Z,427,41.2,76.4
2025-08-12T20:42:00Z,427,41.1,76.4
2025-08-12T20:43:00Z,427,41.3,76.4
2025-08-12T20:44:00Z,426,41.3,76.4
2025-08-12T20:45:00Z,426,41.3,76.4
2025-08-12T20:46:00Z,426,41.4,76.2
2025-08-12T20:47:00Z,426,41.6,76.2
2025-08-12T20:48:00Z,427,41.5,76.2
2025-08-12T20:49:00Z,427,41.7,76.2
2025-08-12T20:50:00Z,427,41.7,76.2
2025-08-12T20:51:00Z,428,41.7,76.2
2025-08-12T20:52:00Z,429,41.6,76.2
2025-08-12T20:53:00Z,429,41.3,76.2
2025-08-12T20:54:00Z,429,41.4,76.2
2025-08-12T20:55:00Z,428,41.3,76.2
2025-08-12T20:56:00Z,428,41.3,76.2
2025-08-12T20:57:00Z,428,41.4,76.2
2025-08-12T20:58:00Z,428,41.5,76.1
2025-08-12T20:59:00Z,428,41.5,76.1
2025-08-12T21:00:00Z,428,41.7,76.1
2025-08-12T21:01:00Z,428,41.5,76.1
2025-08-12T21:02:00Z,428,41.5,76.1
2025-08-12T21:03:00Z,428,41.4,76.1
2025-08-12T21:04:00Z,427,41.5,76.1
2025-08-12T21:05:00Z,428,41.5,76.1
2025-08-12T21:06:00Z,428,41.6,76.1
2025-08-12T21:07:00Z,428,41.5,76.1
2025-08-12T21:08:00Z,428,41.5,76.1
2025-08-12T21:09:00Z,428,41.4,76.1
2025-08-12T21:10:00Z,428,41.3,75.9
2025-08-12T21:11:00Z,428,41.3,75.9
2025-08-12T21:12:00Z,428,41.4,75.9
2025-08-12T21:13:00Z,427,41.3,75.9
2025-08-12T21:14:00Z,427,41.1,75.9
2025-08-12T21:15:00Z,427,40.9,75.9
2025-08-12T21:16:00Z,428,41.2,75.9
2025-08-12T21:17:00Z,427,41.4,75.9
2025-08-12T21:18:00Z,428,41.4,75.9
2025-08-12T21:19:00Z,427,41.5,75.9
2025-08-12T21:20:00Z,427,41.3,75.9
2025-08-12T21:21:00Z,427,41.5,75.9
2025-08-12T21:22:00Z,427,41.3,75.7
2025-08-12T21:23:00Z,427,41.3,75.7
2025-08-12T21:24:00Z,427,41.2,75.7
2025-08-12T21:25:00Z,428,41.5,75.7
